Date,PM10 ( - ),PM 2.5 ( ng/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 23:00:56,,,0.0,0.125,2.84,11.305,0.0,3.2550000000000003,42.115
2018-03-30 00:00:56,,,0.0,0.0,0.0,9.07,0.0,2.615,52.22
2018-03-30 01:00:56,,,0.0,0.505,3.875,7.06,0.0,2.59,56.195
2018-03-30 02:00:56,,,70.71,0.09500000000000001,2.48,6.88,0.0,3.33,47.04999999999999
2018-03-30 03:00:56,,,37.67,0.9049999999999999,1.7299999999999998,5.925000000000001,0.0,3.435,48.51
2018-03-30 04:00:56,,,59.34,1.11,2.525,5.08,0.0,3.4749999999999996,44.32
2018-03-30 05:00:56,,,57.725,1.23,2.335,4.485,0.0,3.42,44.145
2018-03-30 06:00:56,,,93.8,1.12,2.65,5.745,0.0,3.345,39.21
2018-03-30 07:00:56,,,118.5,1.555,6.02,5.135,0.0,3.1950000000000003,33.505
2018-03-30 08:00:56,,,196.12,0.94,3.0849999999999995,6.114999999999999,0.0,3.6099999999999994,35.895
2018-03-30 09:00:56,,,194.93500000000003,0.9250000000000002,2.86,14.745,0.0,3.7099999999999995,45.330000000000005
2018-03-30 10:00:56,,,173.38,0.71,3.44,17.885,0.0,4.31,43.4
2018-03-30 11:00:56,,,97.15500000000002,0.8000000000000002,4.76,15.905000000000001,0.0,5.33,46.71
2018-03-30 12:00:56,,,91.94,0.745,3.935,16.645,0.0,4.859999999999999,50.22
2018-03-30 13:00:56,,,94.29,0.385,3.895,20.334999999999997,0.0,5.109999999999999,49.54999999999999
2018-03-30 14:00:56,,,89.96499999999999,0.28,4.16,20.215,0.0,6.580000000000001,48.43
2018-03-30 15:00:56,,,95.87,0.03,5.22,20.8,0.0,7.79,43.49
2018-03-30 16:00:56,,,102.23,0.06,7.32,17.005,0.0,11.475,38.86
2018-03-30 17:00:56,,,78.565,0.355,6.025000000000001,14.015,0.0,7.004999999999999,44.555
2018-03-30 18:00:56,,,76.405,0.61,4.105,13.71,0.0,4.68,45.72
2018-03-30 19:00:56,,,101.53000000000002,0.715,4.165,13.635,0.0,4.045,36.28
2018-03-30 20:00:56,,,116.7,0.8249999999999998,3.94,18.925,0.0,4.0200000000000005,31.84
2018-03-30 21:00:56,,,132.27,1.28,4.34,20.52,0.0,3.94,37.555
2018-03-30 22:00:56,,,104.59999999999998,1.04,3.7550000000000003,20.665000000000003,0.0,3.6650000000000005,37.6
2018-03-30 23:00:56,,,87.84499999999998,0.92,3.03,17.915000000000003,0.0,3.51,40.575
2018-03-31 00:00:56,,,111.3,0.96,2.89,15.805,0.0,3.74,43.89000000000001
2018-03-31 01:00:56,,,101.56,1.065,2.655,15.46,0.0,3.6750000000000003,37.555
2018-03-31 02:00:56,,,111.98,1.19,2.585,14.745,0.0,3.715,46.29
2018-03-31 03:00:56,,,251.79,1.13,2.515,13.68,0.0,4.760000000000001,41.075
2018-03-31 04:00:56,,,286.95,1.235,2.475,13.015,0.0,4.7,36.155
2018-03-31 05:00:56,,,188.535,1.29,2.45,12.08,0.0,3.9499999999999997,34.935
2018-03-31 06:00:56,,,146.795,1.15,2.55,8.315,0.0,3.725000000000001,34.06
2018-03-31 07:00:56,,,145.495,1.195,2.695,9.58,0.0,3.715,35.725
2018-03-31 08:00:56,,,145.23,1.105,2.9150000000000005,10.945,0.0,4.05,33.85
2018-03-31 09:00:56,,,167.79,1.115,2.785,17.685,0.0,4.545,37.71
2018-03-31 10:00:56,,,240.23,0.575,5.855,24.709999999999997,0.0,4.785,27.315
2018-03-31 11:00:56,,,242.07000000000002,0.615,4.9,24.995,0.0,4.86,41.595
2018-03-31 12:00:56,,,155.44,0.87,3.51,23.025000000000002,0.0,4.66,45.49
2018-03-31 13:00:56,,,144.53,0.915,3.275,17.88,0.0,4.955,48.85999999999999
2018-03-31 14:00:56,,,151.71,0.435,4.085,11.704999999999998,0.0,7.324999999999999,47.185
2018-03-31 15:00:56,,,161.095,0.68,3.545,16.295,0.0,6.535,49.835
2018-03-31 16:00:56,,,190.49,0.355,7.63,14.935000000000002,0.0,11.714999999999998,42.73499999999999
2018-03-31 17:00:56,,,327.425,0.115,4.715,13.665,0.0,11.719999999999999,46.75
2018-03-31 18:00:56,,,130.48,0.52,4.25,13.885,0.0,6.135000000000001,44.85
2018-03-31 19:00:56,,,140.09,0.92,3.555,15.9,0.0,4.739999999999999,41.0
2018-03-31 20:00:56,,,176.67500000000004,1.05,2.595,17.16,0.0,4.565,35.255
2018-03-31 21:00:56,,,326.135,1.095,2.77,14.920000000000002,0.0,4.805,36.47
2018-03-31 22:00:56,,,396.345,1.125,2.645,13.71,0.0,5.47,32.88
2018-03-31 23:00:56,,,454.17,1.28,2.705,13.51,0.0,6.305,28.31
2018-04-01 00:00:56,,,363.98499999999996,1.165,2.615,16.634999999999998,0.0,5.739999999999999,34.045
2018-04-01 01:00:56,,,492.44,1.12,2.41,18.79,0.0,5.745,31.815
2018-04-01 02:00:56,,,364.41,1.18,2.62,18.855,0.0,5.7250000000000005,32.565
2018-04-01 03:00:56,,,263.625,1.125,2.465,11.824999999999998,0.0,5.345,37.52
2018-04-01 04:00:56,,,142.73,1.105,2.425,18.075,0.0,4.52,42.395
2018-04-01 05:00:56,,,118.485,1.225,2.47,13.335,0.0,4.22,42.36
2018-04-01 06:00:56,,,173.33,1.155,2.335,14.905,0.0,4.425,40.155
2018-04-01 07:00:56,,,314.66,1.15,2.67,14.405000000000001,0.0,6.175,34.395
2018-04-01 08:00:56,,,416.3999999999999,0.855,3.02,15.19,0.0,6.989999999999999,26.899999999999995
2018-04-01 09:00:56,,,474.12999999999994,0.665,4.07,19.69,0.0,8.685,27.94
2018-04-01 10:00:56,,,515.04,0.77,5.655,24.285,0.0,9.255,23.959999999999997
2018-04-01 11:00:56,,,1035.47,0.415,11.104999999999999,29.334999999999997,0.0,27.3,19.82
2018-04-01 12:00:56,,,926.235,0.48500000000000004,8.205,35.94,0.0,24.149999999999995,26.100000000000005
2018-04-01 13:00:56,,,1717.92,0.335,11.270000000000001,38.005,0.0,59.56,24.66
2018-04-01 14:00:56,,,1947.3499999999997,0.085,13.685,38.035,0.0,101.435,26.95
2018-04-01 15:00:56,,,1173.5,0.295,8.97,41.42,0.0,62.74,40.46
2018-04-01 16:00:56,,,806.995,0.54,8.0,40.635,0.0,43.405,38.52
2018-04-01 17:00:56,,,611.435,0.545,6.37,36.495,0.0,35.665,42.73499999999999
2018-04-01 18:00:56,,,528.09,0.585,5.815,37.21,0.0,23.84,36.72
2018-04-01 19:00:56,,,616.115,0.955,4.16,36.83,0.0,14.905000000000001,29.63
2018-04-01 20:00:56,,,570.67,1.11,3.9500000000000006,35.11,0.0,13.085,23.685
2018-04-01 21:00:56,,,357.0,1.12,4.135,28.73,0.0,8.995,34.975
2018-04-01 22:00:56,,,286.585,1.055,3.14,23.49,0.0,7.8999999999999995,35.775
2018-04-01 23:00:56,,,251.74,1.12,2.76,20.355,0.0,8.575000000000001,36.645
2018-04-02 00:00:56,,,334.005,1.13,2.665,16.94,0.0,13.415000000000001,33.965
2018-04-02 01:00:56,,,723.485,1.075,3.135,17.525000000000002,0.0,14.265,25.790000000000003
2018-04-02 02:00:56,,,465.26500000000004,1.25,2.805,19.95,0.0,12.075000000000001,36.125
2018-04-02 03:00:56,,,533.85,1.265,2.67,16.13,0.0,13.035000000000002,34.25
2018-04-02 04:00:56,,,624.695,1.265,2.625,18.52,0.0,15.21,28.825
2018-04-02 05:00:56,,,830.445,1.345,2.785,18.650000000000002,0.0,24.925,13.685
2018-04-02 06:00:56,,,668.995,1.375,2.735,13.660000000000002,0.0,19.205,16.565
2018-04-02 07:00:56,,,727.87,1.02,2.845,15.25,0.0,14.14,21.524999999999995
2018-04-02 08:00:56,,,1403.47,0.775,6.905,29.015,0.0,20.3,15.15
2018-04-02 09:00:56,,,1046.5,0.63,9.38,43.03,0.0,28.265,17.615
2018-04-02 10:00:56,,,780.54,0.48,13.53,58.64000000000001,0.0,24.575,16.25
2018-04-02 11:00:56,,,801.3849999999999,0.255,15.165,57.405,0.0,20.36,20.785
2018-04-02 12:00:56,,,624.55,0.535,11.93,49.78,0.0,28.349999999999998,23.895
2018-04-02 13:00:56,,,569.78,0.59,9.8,41.845,0.0,30.169999999999998,35.68
2018-04-02 14:00:56,,,398.7,0.835,5.46,41.82,0.0,19.83,53.46
2018-04-02 15:00:56,,,243.67,0.71,4.555,37.830000000000005,0.0,16.01,58.71
2018-04-02 16:00:56,,,153.72,0.815,4.47,31.840000000000003,0.0,10.405,55.39000000000001
2018-04-02 17:00:56,,,122.91000000000001,0.6750000000000002,4.585,31.015,0.0,10.225,51.965
2018-04-02 18:00:56,,,156.425,0.615,3.9949999999999997,25.915000000000003,0.0,8.325000000000001,46.645
2018-04-02 19:00:56,,,128.33,1.11,3.845,22.25,0.0,6.675,37.925
2018-04-02 20:00:56,,,123.28500000000001,1.21,2.785,18.96,0.0,5.41,36.01
2018-04-02 21:00:56,,,186.31499999999997,1.2,2.705,16.48,0.0,6.859999999999999,42.14
2018-04-02 22:00:56,,,185.795,1.265,2.625,14.82,0.0,5.885000000000001,44.505
2018-04-02 23:00:56,,,105.47499999999998,1.34,2.66,16.27,0.0,4.865,44.76
2018-04-03 00:00:56,,,82.985,1.24,2.885,18.31,0.0,4.595,46.62
2018-04-03 01:00:56,,,89.21499999999999,1.12,2.715,15.310000000000002,0.0,4.675000000000001,47.42499999999999
2018-04-03 02:00:56,,,115.105,1.315,2.78,12.135,0.0,5.175,46.965
2018-04-03 03:00:56,,,118.335,1.28,2.75,10.450000000000001,0.0,5.34,48.64000000000001
2018-04-03 04:00:56,,,139.375,1.26,2.565,9.955,0.0,5.465,48.34
2018-04-03 05:00:56,,,338.17,1.22,2.57,9.17,0.0,6.515,38.215
2018-04-03 06:00:56,,,312.835,1.135,2.53,17.064999999999998,0.0,6.260000000000001,37.605
2018-04-03 07:00:56,,,307.98,1.16,2.61,14.405,0.0,6.195,37.07
2018-04-03 08:00:56,,,261.16,1.16,2.7550000000000003,18.395,0.0,6.489999999999999,37.62
2018-04-03 09:00:56,,,233.61,1.015,2.975,28.935000000000002,0.0,7.3950000000000005,40.33
2018-04-03 10:00:56,,,202.605,0.6999999999999998,4.13,26.155,0.0,7.8500000000000005,41.46
2018-04-03 11:00:56,,,257.93,0.785,3.7000000000000006,24.99,0.0,8.56,46.745
2018-04-03 12:00:56,,,335.905,0.565,4.795,24.814999999999998,0.0,20.055,47.385
2018-04-03 13:00:56,,,152.425,0.585,3.015,22.05,0.0,10.32,54.48499999999999
2018-04-03 14:00:56,,,189.96,0.535,3.305,20.13,0.0,8.19,56.21
2018-04-03 15:00:56,,,290.565,0.275,4.495,15.67,0.0,12.354999999999999,51.72
2018-04-03 16:00:56,,,249.13,0.17,6.94,17.884999999999998,0.0,23.064999999999998,42.47
2018-04-03 17:00:56,,,417.02,0.315,3.7000000000000006,17.26,0.0,18.36,48.81
2018-04-03 18:00:56,,,1016.7199999999999,0.11,3.355,21.98,0.0,37.7,46.82
2018-04-03 19:00:56,,,142.055,0.8000000000000002,2.615,26.42,0.0,7.985,45.155
2018-04-03 20:00:56,,,152.775,1.055,2.47,27.41,0.0,7.645,47.53
2018-04-03 21:00:56,,,148.57,1.045,2.54,27.97,0.0,7.705000000000001,47.29
2018-04-03 22:00:56,,,132.735,1.085,2.67,30.235,0.0,7.8,48.88
2018-04-03 23:00:56,,,109.69,1.165,2.64,26.64,0.0,7.109999999999999,52.365
2018-04-04 00:00:56,,,150.135,0.87,2.005,21.804999999999996,0.0,8.44,48.15
2018-04-04 01:00:56,,,142.025,0.84,2.37,27.11,0.0,7.48,45.355
2018-04-04 02:00:56,,,159.635,1.105,2.41,19.64,0.0,7.18,42.69
2018-04-04 03:00:56,,,323.51,1.23,2.58,11.765,0.0,8.295,39.84
2018-04-04 04:00:56,,,259.345,1.19,2.6,13.88,0.0,8.225,44.31
2018-04-04 05:00:56,,,150.275,1.13,2.335,12.604999999999999,0.0,6.965,45.755
2018-04-04 06:00:56,,,124.2,0.985,2.475,10.770000000000001,0.0,6.205000000000001,45.885
2018-04-04 07:00:56,,,188.485,0.805,2.475,11.415,0.0,8.055,48.835
2018-04-04 08:00:56,,,248.405,0.54,2.46,9.3,0.0,11.15,46.03
2018-04-04 09:00:56,,,1030.14,0.255,4.01,19.215,0.0,22.715000000000003,37.09
2018-04-04 10:00:56,,,1457.11,0.0,0.0,26.695000000000004,0.0,35.415,26.02
2018-04-04 11:00:56,,,882.84,0.03,8.26,40.08,0.0,37.925000000000004,32.31
2018-04-04 12:00:56,,,878.11,0.005,6.965,45.24,0.0,4.6,37.115
2018-04-04 13:00:56,,,509.23,0.07,4.025,33.815,0.0,31.52,51.49
2018-04-04 14:00:56,,,0.0,0.015,2.76,20.58,0.0,13.995,57.185
2018-04-04 15:00:56,,,406.45,0.0,0.0,17.535,0.0,28.625,53.04999999999999
2018-04-04 16:00:56,,,363.395,0.0,0.0,13.13,0.0,23.24,55.625
2018-04-04 17:00:56,,,154.41,0.0,0.0,10.88,0.0,9.81,56.505
2018-04-04 18:00:56,,,294.545,0.0,0.0,12.295,0.0,13.79,33.82
2018-04-04 19:00:56,,,790.9699999999999,0.85,14.339999999999998,28.774999999999995,0.0,13.505,16.68
2018-04-04 20:00:56,,,493.87000000000006,1.095,4.11,47.28,0.0,10.69,21.7
2018-04-04 21:00:56,,,388.19,1.275,2.7900000000000005,54.145,0.0,12.589999999999998,34.48
2018-04-04 22:00:56,,,350.665,1.06,2.62,49.544999999999995,0.0,11.719999999999999,36.03
2018-04-04 23:00:56,,,375.705,0.985,2.74,39.225,0.0,14.589999999999998,35.61
2018-04-05 00:00:56,,,578.62,1.215,3.7000000000000006,26.125,0.0,26.665000000000003,33.24
2018-04-05 01:00:56,,,953.995,1.085,2.99,28.5,0.0,32.905,25.655
2018-04-05 02:00:56,,,463.76,1.195,2.445,32.285,0.0,16.615,39.475
2018-04-05 03:00:56,,,282.275,1.235,2.35,24.814999999999998,0.0,14.290000000000001,44.75
2018-04-05 04:00:56,,,226.205,1.31,2.8699999999999997,20.77,0.0,12.37,42.245
2018-04-05 05:00:56,,,568.94,1.15,2.795,20.445,0.0,14.280000000000001,38.575
2018-04-05 06:00:56,,,295.675,0.7200000000000001,3.015,21.625,0.0,16.025000000000002,34.035
2018-04-05 07:00:56,,,356.295,1.1,4.985,22.045,0.0,21.045,29.774999999999995
2018-04-05 08:00:56,,,526.125,0.565,4.955,23.13,0.0,26.575000000000003,24.815
2018-04-05 09:00:56,,,1962.1050000000002,0.41,9.525,38.795,0.0,25.14,34.32
2018-04-05 10:00:56,,,1934.115,0.0,0.0,50.71,0.0,53.78,16.875
2018-04-05 11:00:56,,,1012.985,0.0,27.485,60.405,0.0,36.675000000000004,17.0
2018-04-05 12:00:56,,,623.465,0.455,11.205,60.995,0.0,32.050000000000004,28.399999999999995
2018-04-05 13:00:56,,,605.365,0.315,10.82,51.99,0.0,34.1,34.065
2018-04-05 14:00:56,,,407.565,0.09500000000000001,12.285000000000002,45.07,0.0,52.754999999999995,34.935
2018-04-05 15:00:56,,,208.05499999999998,0.465,4.17,38.265,0.0,17.98,59.195
2018-04-05 16:00:56,,,175.215,0.19499999999999998,6.010000000000001,26.705000000000002,0.0,24.060000000000002,48.52
2018-04-05 17:00:56,,,253.79,0.125,5.53,24.834999999999997,0.0,24.495,50.455000000000005
2018-04-05 18:00:56,,,151.285,0.285,4.035,23.515,0.0,13.094999999999999,53.055
2018-04-05 19:00:56,,,221.875,0.27,6.43,31.705,0.0,13.395000000000001,39.415
2018-04-05 20:00:56,,,304.24,1.135,3.15,44.135,0.0,9.424999999999999,45.105
2018-04-05 21:00:56,,,422.135,1.125,2.7550000000000003,42.665,0.0,9.685,42.535
2018-04-05 22:00:56,,,513.475,1.105,2.65,51.574999999999996,0.0,26.865,40.85
2018-04-05 23:00:56,,,418.72,1.01,2.385,34.605000000000004,0.0,28.885,33.855
2018-04-06 00:00:56,,,627.725,1.09,2.93,27.700000000000003,0.0,39.695,26.16
2018-04-06 01:00:56,,,1014.0949999999999,1.245,2.6,35.135,0.0,60.06,27.350000000000005
2018-04-06 02:00:56,,,602.93,1.275,2.67,30.13,0.0,29.0,36.47
2018-04-06 03:00:56,,,572.875,1.105,2.65,25.05,0.0,21.815,40.125
2018-04-06 04:00:56,,,231.635,1.145,2.59,20.475,0.0,13.85,43.76500000000001
2018-04-06 05:00:56,,,225.455,1.16,2.505,19.01,0.0,12.785000000000002,43.775
2018-04-06 06:00:56,,,214.63,1.075,2.515,19.715,0.0,12.005,40.26
2018-04-06 07:00:56,,,160.695,1.04,3.01,22.385,0.0,10.87,37.01
2018-04-06 08:00:56,,,483.4750000000001,0.6750000000000002,4.935,21.01,0.0,16.03,24.795
2018-04-06 09:00:56,,,1664.095,0.38999999999999996,10.955,48.135,0.0,41.185,19.02
2018-04-06 10:00:56,,,1522.32,0.005,22.51,63.495000000000005,0.0,42.775,13.295
2018-04-06 11:00:56,,,650.4,0.15,9.785,59.635,0.0,35.18,30.070000000000004
2018-04-06 12:00:56,,,976.33,0.425,6.13,56.87,0.0,57.56999999999999,39.33
2018-04-06 13:00:56,,,1740.0600000000002,0.0,0.0,50.97,0.0,101.06,34.715
2018-04-06 14:00:56,,,209.78,0.64,3.6749999999999994,42.355,0.0,20.540000000000003,59.41
2018-04-06 15:00:56,,,176.38,0.6750000000000002,4.1,35.365,0.0,24.24,51.919999999999995
2018-04-06 16:00:56,,,170.375,0.56,4.115,30.495,0.0,21.915000000000003,53.72
2018-04-06 17:00:56,,,202.43500000000003,0.51,4.785,28.72,0.0,15.424999999999999,47.665
2018-04-06 18:00:56,,,386.43,0.765,7.575,38.97,0.0,12.83,32.65
2018-04-06 19:00:56,,,564.995,0.83,4.12,51.855,0.0,14.634999999999998,54.535
2018-04-06 20:00:56,,,187.28,1.155,3.2099999999999995,58.23,0.0,12.770000000000001,46.71
2018-04-06 21:00:56,,,149.265,1.16,2.815,36.48,0.0,9.785,37.985
2018-04-06 22:00:56,,,157.135,1.195,2.305,38.99,0.0,10.07,40.36
2018-04-06 23:00:56,,,202.68999999999997,0.695,5.105,33.06,0.0,10.535,29.385
2018-04-07 00:00:56,,,306.175,1.085,3.2550000000000003,27.53,0.0,9.33,31.065
2018-04-07 01:00:56,,,860.42,1.23,2.795,29.060000000000002,0.0,24.06,24.97
2018-04-07 02:00:56,,,656.665,1.11,3.2900000000000005,28.875,0.0,20.75,33.27
2018-04-07 03:00:56,,,511.6000000000001,1.13,2.8699999999999997,30.155,0.0,13.365,35.145
2018-04-07 04:00:56,,,592.175,1.325,2.9599999999999995,25.89,0.0,16.38,33.67
2018-04-07 05:00:56,,,879.23,1.275,2.685,28.25,0.0,34.76,27.015
2018-04-07 06:00:56,,,790.835,1.25,2.69,36.385,0.0,31.115,27.959999999999997
2018-04-07 07:00:56,,,1059.2,1.315,4.215,33.199999999999996,0.0,53.535,13.92
2018-04-07 08:00:56,,,1199.055,0.775,8.425,32.705000000000005,0.0,72.08500000000001,15.854999999999999
2018-04-07 09:00:56,,,1701.095,0.69,11.69,44.48499999999999,0.0,88.25,16.435
2018-04-07 10:00:56,,,2001.8499999999997,0.035,23.054999999999996,61.69,0.0,100.66000000000001,15.065
2018-04-07 11:00:56,,,1398.3550000000002,0.47,11.375,63.49,0.0,61.11500000000001,25.554999999999996
2018-04-07 12:00:56,,,1156.395,0.62,7.68,64.805,0.0,54.76,33.65
2018-04-07 13:00:56,,,481.48499999999996,0.68,5.7,57.43,0.0,38.44,44.59
2018-04-07 14:00:56,,,250.475,0.775,3.98,59.72,0.0,24.565,52.805
2018-04-07 15:00:56,,,154.465,0.785,3.655,49.46,0.0,21.7,53.435
2018-04-07 16:00:56,,,129.235,0.4749999999999999,4.35,35.705,0.0,18.905,50.01
2018-04-07 17:00:56,,,105.05,0.3499999999999999,3.9599999999999995,31.52,0.0,14.040000000000001,51.01
2018-04-07 18:00:56,,,100.085,0.365,7.025000000000001,33.845,0.0,14.14,47.57500000000001
2018-04-07 19:00:56,,,555.49,1.005,3.535,88.175,0.0,12.58,49.1
2018-04-07 20:00:56,,,178.505,1.12,3.045,105.44,0.0,12.464999999999998,47.169999999999995
2018-04-07 21:00:56,,,101.27,1.16,2.515,65.92500000000001,0.0,11.219999999999999,51.70000000000001
2018-04-07 22:00:56,,,130.71,1.1,2.7000000000000006,51.625,0.0,10.445,50.25
2018-04-07 23:00:56,,,249.56000000000003,1.14,2.63,38.065,0.0,15.385,43.54
2018-04-08 00:00:56,,,233.54,1.23,2.695,35.5,0.0,13.62,43.965
2018-04-08 01:00:56,,,471.27,0.835,2.695,31.845,0.0,9.770000000000001,43.09
2018-04-08 02:00:56,,,292.16,1.24,2.8250000000000006,25.495,0.0,10.14,35.365
2018-04-08 03:00:56,,,399.68,1.32,2.655,24.945000000000004,0.0,14.104999999999999,36.98
2018-04-08 04:00:56,,,383.295,1.375,2.7999999999999994,28.195000000000004,0.0,7.185,47.77
2018-04-08 05:00:56,,,327.145,1.32,2.61,33.645,0.0,6.265,46.38
2018-04-08 06:00:56,,,1705.155,1.305,3.1300000000000003,32.515,0.0,25.465,22.084999999999997
2018-04-08 07:00:56,,,295.17,1.3,2.845,41.01,0.0,6.954999999999999,48.975
2018-04-08 08:00:56,,,165.785,1.27,2.57,42.16,0.0,5.425000000000001,45.615
2018-04-08 09:00:56,,,174.79,1.195,3.41,38.18,0.0,5.2250000000000005,36.68
2018-04-08 10:00:56,,,167.435,1.31,2.7999999999999994,38.1,0.0,5.55,44.69
2018-04-08 11:00:56,,,182.84,1.24,2.985,32.324999999999996,0.0,6.31,47.355
2018-04-08 12:00:56,,,156.68,1.065,2.81,31.685000000000002,0.0,5.91,50.01500000000001
2018-04-08 13:00:56,,,148.985,1.195,2.9,41.115,0.0,5.965,49.555
2018-04-08 14:00:56,,,278.54,1.155,2.73,30.180000000000003,0.0,7.185,50.35
2018-04-08 15:00:56,,,461.9750000000001,0.86,3.705,34.065,0.0,13.219999999999999,44.73499999999999
2018-04-08 16:00:56,,,321.05,1.015,3.555,34.275,0.0,9.695,55.835
2018-04-08 17:00:56,,,295.92,1.115,3.2000000000000006,45.055,0.0,6.8999999999999995,55.285
2018-04-08 18:00:56,,,169.62,1.04,3.2099999999999995,34.18,0.0,7.805,50.335
2018-04-08 19:00:56,,,274.435,1.345,3.185,30.155,0.0,6.46,48.115
2018-04-08 20:00:56,,,373.1499999999999,1.205,2.58,24.48,0.0,5.535,43.44
2018-04-08 21:00:56,,,181.82000000000002,1.275,2.65,23.450000000000003,0.0,5.2250000000000005,31.350000000000005
2018-04-08 22:00:56,,,218.28,1.165,2.7000000000000006,21.98,0.0,5.055,34.465
2018-04-08 23:00:56,,,156.02,1.215,2.6,21.679999999999996,0.0,4.890000000000001,38.025
2018-04-09 00:00:56,,,191.17999999999998,1.15,2.92,17.79,0.0,4.925000000000001,31.12
2018-04-09 01:00:56,,,296.36,1.22,2.51,17.169999999999998,0.0,4.83,26.63
2018-04-09 02:00:56,,,311.825,1.205,2.445,16.75,0.0,4.325,34.395
2018-04-09 03:00:56,,,260.44,1.23,2.685,15.795000000000002,0.0,4.355,39.475
2018-04-09 04:00:56,,,210.17,1.235,2.59,17.68,0.0,4.36,34.96
2018-04-09 05:00:56,,,200.165,1.225,2.465,24.515,0.0,4.115,33.33
2018-04-09 06:00:56,,,187.86,1.21,2.435,23.51,0.0,4.12,38.86
2018-04-09 07:00:56,,,166.995,1.125,2.6,22.185000000000002,0.0,4.114999999999999,35.08
2018-04-09 08:00:56,,,185.115,0.915,4.46,20.525000000000002,0.0,4.41,25.91
2018-04-09 09:00:56,,,271.13,1.15,4.38,27.825,0.0,4.96,30.054999999999996
2018-04-09 10:00:56,,,195.5,1.18,4.91,32.03,0.0,4.91,23.91
2018-04-09 11:00:56,,,185.75,1.265,5.885000000000001,31.310000000000002,0.0,5.375,23.375
2018-04-09 12:00:56,,,162.24,1.08,4.305,32.96,0.0,5.69,34.95
2018-04-09 13:00:56,,,169.675,1.11,4.115,32.99,0.0,5.48,35.425
2018-04-09 14:00:56,,,157.59,1.205,3.4599999999999995,29.47,0.0,5.1000000000000005,36.78
2018-04-09 15:00:56,,,143.79,1.015,3.1650000000000005,20.09,0.0,4.88,35.705
2018-04-09 16:00:56,,,188.93999999999997,1.085,4.025,25.635,0.0,5.2,27.475000000000005
2018-04-09 17:00:56,,,153.785,1.255,3.0400000000000005,25.165000000000003,0.0,4.815,32.87
2018-04-09 18:00:56,,,138.63,1.275,2.7900000000000005,17.48,0.0,4.53,34.08
2018-04-09 19:00:56,,,194.31499999999997,1.17,2.7550000000000003,9.805,0.0,4.5,28.69
2018-04-09 20:00:56,,,387.79,1.18,2.7550000000000003,14.175000000000002,0.0,5.19,24.48
2018-04-09 21:00:56,,,1027.005,1.33,2.8800000000000003,19.65,0.0,5.974999999999999,17.34
2018-04-09 22:00:56,,,1112.97,1.065,5.105,24.385,0.0,5.345,11.165
2018-04-09 23:00:56,,,459.405,1.29,3.565,33.87,0.0,4.805,17.475
2018-04-10 00:00:56,,,495.0,1.09,3.985,20.89,0.0,4.875,13.85
